account,symbol,execution_price,size,side,time,start_position,event,closedPnL,leverage
0x000000059636a43f3840a79d4f2deec9b3aa7efe,SOL-USD,41158.08,3.4448,SELL,2023-11-27 15:26:00,0.6884,LIQUIDATION,24.86,1
0x000000065193e910a101ddd5798fca6d562b0f79,BTC-USD,9357.84,1.1134,BUY,2023-12-15 16:54:00,5.9021,PARTIAL_FILL,577.13,2
0x00000015f0767965746610a1e72a989eec24a3c5,DOGE-USD,25099.04,4.581,BUY,2024-06-28 11:08:00,6.3769,FILL,-25.52,1
0x000000103b73d19ba5d25badb67b13efa4161293,DOGE-USD,10415.21,1.5304,SELL,2024-03-28 22:14:00,6.2915,FILL,-1041.6,50
0x0000000d5c8173a53bfcf03e8844c544ce4a2bbd,ETH-USD,58868.46,2.1298,BUY,2023-11-11 03:58:00,-8.4453,LIQUIDATION,12.29,1
0x000000057bee22c86da98e151d01bd33ad3c2d6d,BTC-USD,40088.43,3.7752,SELL,2023-09-17 21:22:00,8.402,FILL,93.93,1
0x0000001996afd21d4090bc75924c5ca98fadc1a6,ETH-USD,56932.62,1.7457,SELL,2023-01-30 02:06:00,7.1028,PARTIAL_FILL,195.7,2
0x0000001beaae2f939afb960d304c3ce07c69dee1,BTC-USD,42977.12,4.8217,BUY,2024-08-15 22:37:00,8.0332,PARTIAL_FILL,573.65,2
0x0000001194e2ef467363772a41dfeecd654821d0,BTC-USD,50101.06,4.9067,BUY,2023-07-09 10:07:00,-5.7145,FILL,-332.27,10
0x0000001af1fae5b367ce24102e9c2c0b47378190,DOGE-USD,29799.38,1.8126,BUY,2024-04-22 12:18:00,1.1426,FILL,-707.77,5
0x000000103b73d19ba5d25badb67b13efa4161293,SOL-USD,13629.82,2.0423,SELL,2024-04-12 00:43:00,-6.2243,FILL,595.41,10
0x0000000e17717810bc2f834dfb4acf4781f631d4,BTC-USD,26339.7,3.2962,SELL,2024-05-18 03:47:00,-7.6156,LIQUIDATION,-208.19,1
0x000000038a6ee4d80aa2a3959af5009837f8a88b,SOL-USD,20384.04,2.9789,BUY,2023-06-22 22:49:00,-7.5448,LIQUIDATION,267.74,10
0x0000001b349fa65c497d33d4e8dc39b4e2817efd,SOL-USD,21430.23,3.3367,SELL,2024-08-18 03:07:00,9.7505,PARTIAL_FILL,-817.5,10
0x0000000e56901b2b1ea616b5453d0ef56dadd6c7,ARB-USD,37739.42,0.6817,BUY,2023-09-14 05:24:00,4.756,FILL,-1.64,1
0x0000000e17717810bc2f834dfb4acf4781f631d4,SOL-USD,18234.88,3.1199,BUY,2024-09-11 06:18:00,3.2216,PARTIAL_FILL,1107.33,1
0x0000000e56901b2b1ea616b5453d0ef56dadd6c7,ARB-USD,32592.04,4.0493,SELL,2024-11-08 12:28:00,0.9324,FILL,-594.11,20
0x000000057bee22c86da98e151d01bd33ad3c2d6d,BTC-USD,33444.33,4.3032,BUY,2024-04-15 22:24:00,7.694,FILL,-8.44,5
0x0000001beaae2f939afb960d304c3ce07c69dee1,BTC-USD,39638.71,3.43,SELL,2024-05-14 12:16:00,-0.6036,PARTIAL_FILL,616.14,20
0x0000001b349fa65c497d33d4e8dc39b4e2817efd,ARB-USD,46011.6,1.4293,SELL,2024-05-21 23:37:00,-9.4371,FILL,-503.35,1
0x0000001beaae2f939afb960d304c3ce07c69dee1,SOL-USD,5931.27,1.7323,SELL,2023-01-28 20:19:00,-1.7614,FILL,183.82,5
0x0000001996afd21d4090bc75924c5ca98fadc1a6,BTC-USD,6956.83,0.8572,SELL,2024-08-29 16:57:00,-3.4777,LIQUIDATION,234.32,20
0x0000000b51a0f26aa31ee7953d3736323b982ef8,BTC-USD,35320.56,4.929,SELL,2024-03-07 03:44:00,1.4071,LIQUIDATION,324.62,10
0x0000000551389fa7755f3966588373cc1ff49b78,SOL-USD,30215.83,3.8269,SELL,2024-11-22 15:40:00,-6.6675,LIQUIDATION,-207.85,5
0x0000000f009458a421f1eff8cb780368ae340454,ETH-USD,15982.79,1.4936,SELL,2023-03-19 18:21:00,-1.9595,FILL,442.72,20
0x000000038a6ee4d80aa2a3959af5009837f8a88b,DOGE-USD,25683.64,1.7431,SELL,2023-10-07 21:34:00,3.0307,LIQUIDATION,5.68,1
0x0000001465eddcfa441360946a84e7e3ce9ff57f,ARB-USD,15150.76,2.5817,SELL,2023-11-17 16:55:00,5.2688,FILL,877.91,50
0x000000180da441df41c4e67e0d8c642702f06b90,ARB-USD,39682.29,4.1213,BUY,2023-07-11 13:59:00,-4.6413,PARTIAL_FILL,72.79,10
0x0000001cc53906cd8581b250405941305cec4eb5,BTC-USD,21920.05,0.7472,BUY,2024-08-02 02:40:00,4.9287,LIQUIDATION,500.52,2
0x0000000534dba931eff6691fb026de7cce177b4e,SOL-USD,38797.95,1.2897,SELL,2023-07-28 07:51:00,-5.2774,FILL,-410.2,20
0x0000001a2f73f98bad027ce1a334865e24933b83,ARB-USD,25378.95,4.5292,SELL,2023-11-14 20:54:00,-6.8128,FILL,-424.26,2
0x0000001cc53906cd8581b250405941305cec4eb5,ARB-USD,3414.1,4.4836,BUY,2023-02-13 11:42:00,2.032,FILL,579.43,5
0x0000001996afd21d4090bc75924c5ca98fadc1a6,ARB-USD,14238.86,2.8592,BUY,2024-11-04 16:16:00,8.6587,PARTIAL_FILL,335.72,20
0x0000001996afd21d4090bc75924c5ca98fadc1a6,ETH-USD,46414.13,1.5739,BUY,2024-05-23 06:17:00,4.7447,PARTIAL_FILL,-270.81,20
0x0000000534dba931eff6691fb026de7cce177b4e,SOL-USD,29472.48,1.8798,BUY,2024-03-26 08:56:00,-3.6702,LIQUIDATION,-28.62,1
0x00000014a07c60582d1ab2ed4c4bc622fd5166e6,ARB-USD,49299.79,0.1152,SELL,2023-05-29 07:16:00,-9.3038,PARTIAL_FILL,774.44,20
0x0000001bc8162338dc47de440ea837af3838b326,SOL-USD,54199.11,3.4294,SELL,2024-07-19 12:59:00,7.3391,LIQUIDATION,-1060.47,20
0x0000000b9be19837bee5ed72ba585bd35ec42e08,BTC-USD,17915.63,4.2985,BUY,2023-09-19 20:26:00,8.3178,PARTIAL_FILL,-835.21,2
0x0000000b51a0f26aa31ee7953d3736323b982ef8,BTC-USD,28318.37,2.0707,SELL,2023-02-04 16:04:00,4.3477,FILL,922.86,5
0x0000000534dba931eff6691fb026de7cce177b4e,DOGE-USD,27250.38,0.1465,SELL,2023-12-27 04:00:00,2.8275,FILL,534.23,1
0x0000001465eddcfa441360946a84e7e3ce9ff57f,SOL-USD,34590.98,0.563,SELL,2024-02-15 10:28:00,0.3273,PARTIAL_FILL,768.39,2
0x0000001a063e60fc9d6d18cc51d09df6913e4de2,ETH-USD,10491.39,2.9692,SELL,2024-05-04 12:56:00,5.9906,FILL,-563.71,5
0x000000180da441df41c4e67e0d8c642702f06b90,ETH-USD,56891.74,4.6163,BUY,2024-01-22 05:03:00,2.2401,FILL,-866.36,50
0x0000001ae47e465f8a185c1dd38c9323287d06ca,ARB-USD,9040.15,4.7906,SELL,2024-02-15 07:45:00,8.9449,FILL,554.93,2
0x0000001465eddcfa441360946a84e7e3ce9ff57f,SOL-USD,44811.94,1.9165,SELL,2023-07-28 05:26:00,7.1268,PARTIAL_FILL,239.89,10
0x00000006acda5f3cacfc6ead9889ad5e3eb13b90,SOL-USD,14205.59,2.2604,SELL,2023-05-30 15:08:00,-2.6072,PARTIAL_FILL,138.14,2
0x0000001be4698dd313586b2688c09d95c333e861,ARB-USD,42828.82,3.5452,BUY,2023-11-28 11:38:00,1.9439,FILL,-187.37,50
0x000000103b73d19ba5d25badb67b13efa4161293,BTC-USD,15294.05,3.1021,BUY,2024-11-17 08:10:00,9.5505,PARTIAL_FILL,121.78,5
0x0000000e56901b2b1ea616b5453d0ef56dadd6c7,SOL-USD,8001.98,1.5934,SELL,2024-05-30 13:18:00,-1.3414,LIQUIDATION,1138.82,20
0x0000001ae47e465f8a185c1dd38c9323287d06ca,SOL-USD,26202.94,0.8333,SELL,2023-09-27 20:51:00,9.8913,FILL,619.02,50
0x00000004f7f1c901916695b7cb686819972a8469,ETH-USD,3368.57,0.9239,BUY,2024-03-26 15:02:00,-4.7955,PARTIAL_FILL,-31.89,10
0x0000000b5174fc8aff9a5c36893a156f3eabedcb,DOGE-USD,27519.81,0.5713,SELL,2024-03-28 09:11:00,7.3376,FILL,-162.01,50
0x0000001a063e60fc9d6d18cc51d09df6913e4de2,DOGE-USD,33838.52,3.3191,SELL,2023-06-22 13:58:00,1.6709,FILL,51.99,2
0x00000009841e5852e5d7c9b53bfe2941e2acf72f,ARB-USD,53253.33,0.1396,BUY,2023-03-20 03:53:00,9.6267,FILL,-221.59,50
0x0000001be55ce8f6c0627a3f8732d7b047229389,BTC-USD,27667.97,3.5415,BUY,2023-11-28 23:46:00,-0.9189,LIQUIDATION,572.91,10
0x0000000d5c8173a53bfcf03e8844c544ce4a2bbd,ETH-USD,48113.32,1.4219,BUY,2024-08-05 12:16:00,4.876,PARTIAL_FILL,626.61,1
0x00000009841e5852e5d7c9b53bfe2941e2acf72f,ARB-USD,1328.67,1.049,BUY,2023-07-02 13:47:00,5.5899,LIQUIDATION,-422.94,10
0x0000000e17717810bc2f834dfb4acf4781f631d4,DOGE-USD,21606.75,0.4896,BUY,2023-11-14 08:36:00,0.2531,LIQUIDATION,-76.48,5
0x00000012981bd2a8bfb25e33aff41157b7c93acf,BTC-USD,48678.56,3.0732,SELL,2024-09-06 14:43:00,2.6137,FILL,-598.85,10
0x00000006d9f2f9030b3b19e08d2177b4c30ff46e,ETH-USD,31683.99,3.2397,SELL,2023-08-18 07:33:00,-4.1859,LIQUIDATION,225.99,1
0x000000084db6a2d55ecbefa302218daf7412b293,DOGE-USD,33104.56,4.5873,BUY,2024-03-13 23:36:00,-7.8474,LIQUIDATION,-139.37,20
0x0000000b5174fc8aff9a5c36893a156f3eabedcb,SOL-USD,46141.94,0.0912,BUY,2023-09-17 22:19:00,3.2316,FILL,-668.2,50
0x0000001b349fa65c497d33d4e8dc39b4e2817efd,ARB-USD,37466.24,1.3327,SELL,2023-11-18 21:06:00,-5.7786,FILL,535.15,2
0x0000000f009458a421f1eff8cb780368ae340454,BTC-USD,23756.54,0.0764,BUY,2024-03-20 23:38:00,-0.4576,PARTIAL_FILL,-237.84,50
0x0000000b9be19837bee5ed72ba585bd35ec42e08,DOGE-USD,41470.67,4.8161,SELL,2024-05-13 00:13:00,-2.1001,LIQUIDATION,207.14,50
0x00000006d9f2f9030b3b19e08d2177b4c30ff46e,ETH-USD,26203.73,3.134,BUY,2024-05-07 13:01:00,-6.1817,LIQUIDATION,271.6,20
0x000000065193e910a101ddd5798fca6d562b0f79,ETH-USD,57835.63,2.3627,SELL,2023-04-30 12:03:00,1.7045,FILL,-1031.88,10
0x0000000bae273f8e8faac7957be587ffa3b1799d,BTC-USD,58771.27,4.2446,SELL,2023-12-08 15:25:00,1.5732,PARTIAL_FILL,65.68,50
0x0000001313bab41888a24cb55eb61464382567b8,DOGE-USD,13991.16,0.3129,SELL,2024-05-12 20:26:00,-1.5599,LIQUIDATION,62.39,1
0x0000001af1fae5b367ce24102e9c2c0b47378190,ARB-USD,26954.69,2.1868,SELL,2024-04-29 16:14:00,-4.2398,FILL,-46.96,2
0x0000000e17717810bc2f834dfb4acf4781f631d4,SOL-USD,7956.4,1.474,SELL,2024-08-24 23:23:00,-2.1926,LIQUIDATION,874.0,50
0x000000065193e910a101ddd5798fca6d562b0f79,DOGE-USD,17019.19,3.7488,BUY,2024-04-28 03:50:00,-0.3422,FILL,-653.83,50
0x0000000e56901b2b1ea616b5453d0ef56dadd6c7,SOL-USD,12645.03,0.2448,BUY,2024-03-01 16:02:00,-2.8243,LIQUIDATION,-145.74,1
0x0000001a790e629ab5136ac601f346639bf00273,ARB-USD,37092.02,0.6122,BUY,2023-03-07 17:17:00,-0.2727,LIQUIDATION,1059.57,2
0x0000001be4698dd313586b2688c09d95c333e861,DOGE-USD,42413.65,4.6339,BUY,2023-06-04 03:52:00,5.9797,FILL,664.2,10
0x000000057bee22c86da98e151d01bd33ad3c2d6d,DOGE-USD,10106.07,0.5991,BUY,2024-07-29 16:31:00,8.2197,FILL,671.16,2
0x0000001be55ce8f6c0627a3f8732d7b047229389,SOL-USD,49167.73,0.6237,SELL,2023-04-12 09:32:00,-1.2178,LIQUIDATION,545.64,2
0x0000001996afd21d4090bc75924c5ca98fadc1a6,SOL-USD,42940.46,2.0809,SELL,2023-06-25 07:08:00,3.2999,FILL,461.77,50
0x0000000534dba931eff6691fb026de7cce177b4e,ARB-USD,57115.25,2.5856,SELL,2024-03-15 22:51:00,-2.7645,FILL,-214.29,50
0x000000038a6ee4d80aa2a3959af5009837f8a88b,BTC-USD,18956.79,4.9099,SELL,2024-06-13 20:09:00,-1.3186,LIQUIDATION,654.24,2
0x00000004f7f1c901916695b7cb686819972a8469,DOGE-USD,25216.39,4.4301,SELL,2024-08-11 11:00:00,1.0722,LIQUIDATION,276.9,50
0x0000001c1945931529e3fa888685f25f1c11f735,DOGE-USD,42047.67,2.2365,BUY,2023-10-14 22:22:00,7.7516,PARTIAL_FILL,710.79,2
0x00000004c2b2a63ec3e691bd6db7498dc6a7ee39,ETH-USD,5148.43,2.6918,SELL,2024-10-26 17:18:00,4.502,PARTIAL_FILL,679.51,10
0x0000001996afd21d4090bc75924c5ca98fadc1a6,DOGE-USD,31328.02,3.7877,SELL,2023-08-07 09:46:00,-9.5316,PARTIAL_FILL,104.59,2
0x0000001313bab41888a24cb55eb61464382567b8,BTC-USD,50510.85,1.3062,BUY,2024-03-08 00:29:00,-2.9105,FILL,-102.84,20
0x00000009841e5852e5d7c9b53bfe2941e2acf72f,DOGE-USD,21085.19,1.4298,BUY,2023-12-14 07:06:00,1.4553,FILL,382.78,50
0x0000001c1945931529e3fa888685f25f1c11f735,DOGE-USD,49388.28,1.8127,BUY,2023-12-02 11:43:00,-7.0689,LIQUIDATION,-36.78,1
0x00000004c2b2a63ec3e691bd6db7498dc6a7ee39,DOGE-USD,52333.69,2.9257,SELL,2024-06-22 05:09:00,-1.5316,LIQUIDATION,340.88,50
0x0000000d5c8173a53bfcf03e8844c544ce4a2bbd,ARB-USD,7850.17,3.5256,SELL,2024-06-01 05:35:00,-7.6388,FILL,-39.52,20
0x0000001af1fae5b367ce24102e9c2c0b47378190,DOGE-USD,6709.14,1.8542,SELL,2024-01-14 11:19:00,-9.1944,FILL,-471.73,5
0x0000000e56901b2b1ea616b5453d0ef56dadd6c7,BTC-USD,8614.17,2.9522,BUY,2023-10-29 23:31:00,8.7364,LIQUIDATION,425.44,1
0x0000001af1fae5b367ce24102e9c2c0b47378190,DOGE-USD,4147.12,0.233,SELL,2023-01-03 12:30:00,1.4612,PARTIAL_FILL,-61.69,10
0x0000000d5c8173a53bfcf03e8844c544ce4a2bbd,ETH-USD,45724.56,3.3394,SELL,2024-09-12 19:26:00,7.3269,LIQUIDATION,-938.81,2
0x00000016913f88425d9789f6aa7311c18d5288f1,ARB-USD,32505.57,4.7908,SELL,2024-02-01 00:36:00,4.7183,PARTIAL_FILL,-423.0,10
0x00000018112f41f0a975841523731034885f6e66,SOL-USD,38670.46,0.4349,BUY,2024-10-07 15:32:00,0.8367,FILL,820.18,20
0x0000001af1fae5b367ce24102e9c2c0b47378190,DOGE-USD,57746.37,1.3821,BUY,2023-01-20 02:51:00,-5.0943,PARTIAL_FILL,691.43,2
0x000000103b73d19ba5d25badb67b13efa4161293,SOL-USD,35374.69,2.4625,SELL,2024-06-30 10:24:00,-3.2009,FILL,-519.87,1
0x0000001996afd21d4090bc75924c5ca98fadc1a6,BTC-USD,32552.58,1.4339,BUY,2023-09-21 10:11:00,-4.8889,FILL,162.79,2
0x00000015f0767965746610a1e72a989eec24a3c5,BTC-USD,23457.39,1.607,SELL,2023-01-28 03:03:00,7.8602,LIQUIDATION,-619.88,10
0x00000009841e5852e5d7c9b53bfe2941e2acf72f,DOGE-USD,29629.47,3.7644,BUY,2023-07-27 13:04:00,8.9871,LIQUIDATION,-704.21,10
0x00000006acda5f3cacfc6ead9889ad5e3eb13b90,ARB-USD,54832.73,0.1029,BUY,2024-05-10 18:26:00,9.2695,PARTIAL_FILL,148.66,20
0x0000001996afd21d4090bc75924c5ca98fadc1a6,DOGE-USD,46994.61,0.7204,BUY,2024-04-01 17:28:00,9.7062,FILL,55.87,20
0x0000000bae273f8e8faac7957be587ffa3b1799d,ARB-USD,39218.23,0.8452,SELL,2023-02-12 21:24:00,8.6701,LIQUIDATION,-259.58,1
0x00000013e91ea71eccb123a717a2548be037e5ed,ETH-USD,2824.54,3.6985,SELL,2023-12-26 04:46:00,-8.6013,FILL,-102.4,20
0x0000000b51a0f26aa31ee7953d3736323b982ef8,ARB-USD,36665.67,4.7875,BUY,2024-07-23 21:20:00,7.6786,LIQUIDATION,245.13,5
0x0000000551389fa7755f3966588373cc1ff49b78,ARB-USD,1050.89,3.4623,SELL,2023-12-16 21:11:00,8.4452,PARTIAL_FILL,-204.28,50
0x0000001368231c9688457c5df7f17b4961b1cd22,ARB-USD,32334.07,3.9387,SELL,2024-02-28 11:52:00,3.0253,PARTIAL_FILL,449.13,50
0x000000103b73d19ba5d25badb67b13efa4161293,SOL-USD,10713.48,3.8421,SELL,2024-01-21 14:00:00,9.6759,FILL,-501.96,50
0x0000001a063e60fc9d6d18cc51d09df6913e4de2,BTC-USD,40865.21,3.5489,SELL,2023-08-15 07:14:00,-8.2007,PARTIAL_FILL,560.71,2
0x00000014a07c60582d1ab2ed4c4bc622fd5166e6,BTC-USD,29620.99,3.5232,SELL,2024-05-20 16:31:00,-5.8183,FILL,-461.79,20
0x0000001368231c9688457c5df7f17b4961b1cd22,ETH-USD,4015.1,0.6499,BUY,2023-06-24 21:01:00,-7.4514,PARTIAL_FILL,270.56,1
0x0000000e17717810bc2f834dfb4acf4781f631d4,DOGE-USD,40872.75,4.4167,SELL,2024-12-10 10:27:00,8.7578,PARTIAL_FILL,424.26,1
0x0000000b51a0f26aa31ee7953d3736323b982ef8,BTC-USD,29784.93,2.5911,SELL,2024-02-21 12:12:00,7.676,FILL,40.66,1
0x0000001996afd21d4090bc75924c5ca98fadc1a6,DOGE-USD,59416.85,1.1359,BUY,2023-12-09 10:19:00,-1.5236,FILL,445.37,50
0x00000013e91ea71eccb123a717a2548be037e5ed,BTC-USD,28849.99,4.0422,BUY,2023-03-06 15:15:00,5.9444,LIQUIDATION,387.96,20
0x00000004f7f1c901916695b7cb686819972a8469,SOL-USD,56618.5,3.881,BUY,2023-12-15 02:03:00,-1.2294,FILL,255.35,20
0x0000001bc8162338dc47de440ea837af3838b326,SOL-USD,46980.51,0.3194,BUY,2023-02-04 21:03:00,-8.9042,PARTIAL_FILL,115.86,10
0x00000004f7f1c901916695b7cb686819972a8469,SOL-USD,24160.82,3.0903,SELL,2024-07-26 14:24:00,-5.3378,PARTIAL_FILL,655.83,10
0x00000012981bd2a8bfb25e33aff41157b7c93acf,DOGE-USD,20443.03,4.6885,BUY,2024-04-20 00:38:00,-0.9185,LIQUIDATION,84.44,1
0x000000038a6ee4d80aa2a3959af5009837f8a88b,DOGE-USD,54271.76,0.6386,BUY,2024-12-31 05:15:00,-4.8743,LIQUIDATION,-42.08,20
0x000000057bee22c86da98e151d01bd33ad3c2d6d,BTC-USD,18768.84,2.1849,BUY,2023-05-21 04:09:00,5.0875,LIQUIDATION,156.4,50
0x0000000b9be19837bee5ed72ba585bd35ec42e08,DOGE-USD,17534.73,4.8517,SELL,2024-04-25 17:54:00,1.7288,PARTIAL_FILL,-399.74,20
0x00000012981bd2a8bfb25e33aff41157b7c93acf,SOL-USD,58593.0,3.2064,BUY,2023-02-25 22:29:00,5.7053,LIQUIDATION,-508.24,2
0x0000001be4698dd313586b2688c09d95c333e861,SOL-USD,37004.58,2.0993,SELL,2024-09-06 20:14:00,-7.903,FILL,-43.61,2
0x00000016913f88425d9789f6aa7311c18d5288f1,ARB-USD,14417.24,3.6756,BUY,2024-12-10 00:23:00,6.1454,LIQUIDATION,-309.86,5
0x000000038a6ee4d80aa2a3959af5009837f8a88b,SOL-USD,33326.03,0.7206,BUY,2023-01-11 00:12:00,-6.1119,PARTIAL_FILL,553.06,10
0x000000084db6a2d55ecbefa302218daf7412b293,ETH-USD,53134.4,3.597,BUY,2023-07-22 03:21:00,6.9507,FILL,-488.54,5
0x0000000b9be19837bee5ed72ba585bd35ec42e08,ARB-USD,22241.48,1.868,BUY,2023-08-04 11:20:00,8.8232,PARTIAL_FILL,-425.32,2
0x00000012981bd2a8bfb25e33aff41157b7c93acf,ETH-USD,45808.63,2.9408,BUY,2024-09-05 08:55:00,-4.1163,FILL,-156.12,20
0x0000001313bab41888a24cb55eb61464382567b8,DOGE-USD,12633.33,0.4162,SELL,2023-05-10 20:48:00,5.8199,PARTIAL_FILL,-759.56,10
0x00000014a07c60582d1ab2ed4c4bc622fd5166e6,ARB-USD,10822.01,3.5653,SELL,2024-06-05 18:25:00,3.8902,PARTIAL_FILL,742.87,20
0x0000001b349fa65c497d33d4e8dc39b4e2817efd,BTC-USD,13249.62,1.023,BUY,2024-10-15 05:59:00,-2.082,LIQUIDATION,-103.24,2
0x0000000a99998c2c94fed25d7133b452b45ed1f0,DOGE-USD,8146.39,0.4293,BUY,2024-01-19 19:21:00,0.3764,FILL,134.68,10
0x0000001194e2ef467363772a41dfeecd654821d0,ARB-USD,24596.27,4.0245,SELL,2024-03-12 20:04:00,-4.5396,FILL,-358.72,5
0x0000001996afd21d4090bc75924c5ca98fadc1a6,SOL-USD,47173.81,4.6338,BUY,2024-01-03 09:47:00,-7.6282,LIQUIDATION,-387.93,1
0x0000000b51a0f26aa31ee7953d3736323b982ef8,ETH-USD,59904.47,3.7644,BUY,2024-11-30 18:48:00,0.8625,LIQUIDATION,-138.84,50
0x0000000bae273f8e8faac7957be587ffa3b1799d,ARB-USD,51941.42,1.1456,BUY,2024-11-02 17:48:00,4.9827,LIQUIDATION,-553.04,50
0x0000001cc53906cd8581b250405941305cec4eb5,ARB-USD,47535.7,1.5722,SELL,2024-04-24 17:01:00,-1.4241,PARTIAL_FILL,-125.78,2
0x0000000d5c8173a53bfcf03e8844c544ce4a2bbd,DOGE-USD,18403.76,3.6916,BUY,2024-01-19 21:48:00,6.208,LIQUIDATION,-236.54,10
0x0000001beaae2f939afb960d304c3ce07c69dee1,DOGE-USD,19632.16,0.126,SELL,2024-02-18 19:36:00,8.4429,FILL,291.21,1
0x0000001bc8162338dc47de440ea837af3838b326,ETH-USD,3916.18,1.9383,SELL,2024-02-05 21:35:00,-7.8272,PARTIAL_FILL,-202.24,10
0x000000057bee22c86da98e151d01bd33ad3c2d6d,DOGE-USD,1707.63,1.003,SELL,2023-07-01 14:03:00,-4.3236,FILL,-376.75,10
0x0000001c1945931529e3fa888685f25f1c11f735,BTC-USD,19673.65,4.55,BUY,2024-01-13 23:04:00,-6.8593,FILL,-546.97,10
0x0000000551389fa7755f3966588373cc1ff49b78,ETH-USD,18654.45,4.0913,BUY,2024-02-03 06:32:00,-0.5044,PARTIAL_FILL,93.39,50
0x0000001a2f73f98bad027ce1a334865e24933b83,SOL-USD,545.85,0.722,BUY,2024-12-02 18:56:00,6.4917,PARTIAL_FILL,556.41,1
0x0000001a2f73f98bad027ce1a334865e24933b83,ARB-USD,44263.71,1.4467,BUY,2024-05-17 05:26:00,-3.0644,PARTIAL_FILL,411.83,10
0x0000000b8adec896e1512836385aba935be6128e,DOGE-USD,27523.91,4.5551,SELL,2023-09-13 07:56:00,3.9704,FILL,-1681.15,2
0x0000000b51a0f26aa31ee7953d3736323b982ef8,DOGE-USD,40032.75,0.3431,SELL,2023-06-11 17:07:00,4.4482,FILL,595.53,50
0x000000038a6ee4d80aa2a3959af5009837f8a88b,BTC-USD,24664.75,0.8325,SELL,2024-01-13 10:47:00,0.1213,LIQUIDATION,279.95,2
0x0000001465eddcfa441360946a84e7e3ce9ff57f,ARB-USD,743.17,0.5823,BUY,2024-02-13 02:35:00,-3.4578,PARTIAL_FILL,-56.94,2
0x00000009841e5852e5d7c9b53bfe2941e2acf72f,ARB-USD,28300.19,1.4029,BUY,2024-11-03 03:34:00,-6.5882,FILL,111.54,2
0x000000065193e910a101ddd5798fca6d562b0f79,BTC-USD,40675.25,0.7759,BUY,2024-02-05 20:51:00,-6.4412,PARTIAL_FILL,-802.82,5
0x00000006d9f2f9030b3b19e08d2177b4c30ff46e,BTC-USD,41451.77,2.2255,SELL,2024-06-19 02:01:00,-9.9067,LIQUIDATION,-141.21,20
0x00000006acda5f3cacfc6ead9889ad5e3eb13b90,BTC-USD,49249.54,3.403,SELL,2024-03-07 13:32:00,-5.5886,FILL,-342.01,1
0x000000059636a43f3840a79d4f2deec9b3aa7efe,SOL-USD,37517.93,4.6723,BUY,2023-04-21 10:11:00,8.7785,FILL,-256.71,10
0x00000004c2b2a63ec3e691bd6db7498dc6a7ee39,SOL-USD,23412.28,2.2993,BUY,2023-01-16 02:56:00,3.1592,LIQUIDATION,203.82,1
0x0000000534dba931eff6691fb026de7cce177b4e,SOL-USD,58987.84,0.518,SELL,2023-08-12 22:08:00,5.8252,PARTIAL_FILL,522.8,20
0x0000000b8adec896e1512836385aba935be6128e,SOL-USD,4144.06,0.0981,SELL,2023-12-07 18:45:00,-1.0218,PARTIAL_FILL,157.11,20
0x00000016913f88425d9789f6aa7311c18d5288f1,BTC-USD,18600.03,3.6922,BUY,2023-01-14 06:09:00,2.3953,FILL,-620.2,2
0x0000000551389fa7755f3966588373cc1ff49b78,BTC-USD,55412.21,2.9944,BUY,2024-01-20 01:33:00,4.7851,LIQUIDATION,-459.68,10
0x00000006d9f2f9030b3b19e08d2177b4c30ff46e,SOL-USD,13817.7,3.667,BUY,2024-02-29 12:33:00,-5.155,PARTIAL_FILL,216.52,5
0x0000000b8adec896e1512836385aba935be6128e,ARB-USD,3970.55,2.4633,BUY,2023-11-26 06:15:00,-8.9579,FILL,-620.43,2
0x0000001996afd21d4090bc75924c5ca98fadc1a6,ARB-USD,18756.63,3.6112,SELL,2024-06-03 14:40:00,-1.5197,PARTIAL_FILL,-301.3,2
0x0000000b51a0f26aa31ee7953d3736323b982ef8,ARB-USD,57065.69,1.8043,BUY,2023-07-26 13:48:00,-6.6447,LIQUIDATION,-169.76,10
0x00000015af8d4a99cc86b580e95fc0e88fb5d27b,BTC-USD,25701.1,0.4253,SELL,2023-06-09 12:29:00,1.9037,FILL,55.0,5
0x0000001a2f73f98bad027ce1a334865e24933b83,SOL-USD,33772.31,2.4094,SELL,2023-11-10 12:59:00,-7.2669,LIQUIDATION,315.79,5
0x00000004c2b2a63ec3e691bd6db7498dc6a7ee39,SOL-USD,29424.11,3.2088,SELL,2024-03-01 11:32:00,-8.5753,FILL,936.65,20
0x0000000e56901b2b1ea616b5453d0ef56dadd6c7,SOL-USD,39089.29,4.6333,BUY,2024-12-27 22:42:00,-5.0642,LIQUIDATION,347.14,50
0x0000001be55ce8f6c0627a3f8732d7b047229389,SOL-USD,56661.49,0.7454,SELL,2024-10-22 12:25:00,2.043,PARTIAL_FILL,653.62,2
0x0000001b349fa65c497d33d4e8dc39b4e2817efd,BTC-USD,52572.77,0.8375,BUY,2024-12-24 12:37:00,-4.9426,LIQUIDATION,1.19,10
0x0000001cc53906cd8581b250405941305cec4eb5,ARB-USD,6645.52,2.8673,BUY,2023-11-12 05:52:00,6.2846,LIQUIDATION,-126.49,5
0x0000000bae273f8e8faac7957be587ffa3b1799d,BTC-USD,46447.24,2.095,BUY,2024-05-18 05:45:00,3.0904,PARTIAL_FILL,-71.91,10
